matchunitid,matchmakingid,evaluation,userid,teamflag,waittime,rank,tier,tsmu,tssigma,level,lineupoverall,usernbagroupid,isai,matchhitid,leaderboard,framerate,isautoplay,rotationoverall,timecheckid,rotationoverallstreet,poolindex,userteamvalue,competitionid,usertaggroupid,rotationoverallsmooth,rotationoverallstreetsmooth,lineupinstanceid
7763937115150701899,4,100,772372811,1,51995,59,5,222674,10503,110,125,0,0,7763937987482049998,191165,60,0,107,2,122,0,438804380,2060025,0,10700,12200,3
7763936725667639342,4,100,275365156,0,75210,47,4,201920,10646,110,121,0,0,7763937987482049998,169982,60,0,105,2,116,0,55767840,2060025,0,10500,11600,1
7763937516260391118,4,0,326736917,0,28087,29,3,180179,10871,110,102,0,0,7763937987482049999,147565,60,0,98,1,102,4,30711540,2060025,0,9800,10200,1
7763937834876495993,4,131,765175572,1,10100,25,3,163850,10682,110,108,0,0,7763938004326381971,131804,60,0,95,1,103,0,17978370,2060025,0,9500,10300,5
7763937750503879139,4,131,1135498354,1,15129,34,3,179774,10600,110,112,0,0,7763938004326381971,147973,60,0,103,1,108,0,27534560,2060025,0,10300,10800,1
7763937751862824143,4,131,3939183198,0,15048,35,3,225619,17588,81,108,0,0,7763938004326381971,172855,60,0,78,1,108,0,8403840,2060025,0,7800,10552,1
7763937738675931359,4,131,874330043,1,15834,17,2,190059,10545,110,117,0,0,7763938004326381971,158424,60,0,91,1,109,0,42545040,2060025,0,9100,10900,1
7763937588318522418,4,131,936096332,0,24796,33,3,163040,10501,110,107,0,0,7763938004326381971,131537,60,0,103,1,110,0,41893680,2060025,0,10300,11000,1
7763937297183505006,4,131,1316021713,0,42149,21,2,170379,10361,110,113,0,0,7763938004326381971,139293,60,0,104,2,111,0,44395330,2060025,0,10400,11100,1
7763937863884300353,4,215,1937773255,1,8371,60,5,238710,10389,110,104,0,0,7763938004326381972,207541,60,0,93,1,100,0,31547640,2060025,0,9300,10000,4
7763937744564739656,4,215,1091201040,1,15483,46,4,194611,10530,110,100,0,0,7763938004326381972,163020,60,0,95,1,100,0,10701940,2060025,0,9500,10000,8
7763937731310731348,4,215,3056566220,1,16273,47,4,198625,10307,110,95,0,0,7763938004326381972,167703,60,0,89,1,93,0,12921860,2060025,0,8900,9300,1
7763937710657981322,4,215,3473498292,0,17504,42,4,174100,10523,110,104,0,0,7763938004326381972,142530,60,0,88,1,94,0,8928900,2060025,0,8800,9400,1
7763937791893260733,4,87,2079715395,0,12662,124,8,242909,10513,110,98,0,0,7763938004326381973,211369,60,0,91,1,98,3,26053120,2060025,0,9100,9800,7
7763937695457834231,4,87,3388546083,1,18410,138,9,233387,10508,110,100,0,0,7763938004326381973,201862,60,0,93,1,99,3,54226600,2060025,0,9300,9900,1
7763937594576427023,4,87,929557510,1,24423,139,9,276182,10466,110,117,0,0,7763938004326381973,244782,60,0,100,1,113,3,69160450,2060025,0,10000,11300,1
7763937751695051176,4,87,719021448,0,15058,124,8,257874,10559,110,131,0,0,7763938004326381973,226194,60,0,103,1,115,3,294867200,2060025,0,10300,11500,11
7763937690223334543,4,215,3682186282,0,18722,52,4,208318,10368,110,99,7763902956035511425,0,7763938004326381972,177211,60,0,74,1,99,0,7125330,2060025,0,7400,9900,1
7763937690223334543,4,215,2418882918,0,18722,75,5,229946,10560,110,101,7763902956035511425,0,7763938004326381972,198265,60,0,92,1,99,0,14150400,2060025,0,9200,9900,1
7763937512166739966,4,87,1012754516,1,29335,130,9,239236,10193,110,112,0,0,7763938004326381973,208655,60,0,95,1,108,3,36536320,2060025,0,9500,10800,3
7763936693086285829,4,87,2016198692,0,78156,142,9,244953,10432,110,108,7763927959774824487,0,7763938004326381973,213656,60,0,103,2,108,3,44308040,2060025,0,10300,10800,1
7763937389894393980,4,83,978298470,1,37622,32,3,191304,14544,110,94,0,0,7763938021086819746,147670,60,0,82,1,88,0,4535400,2060025,0,8200,8800,1
7763936733250933540,4,83,3833081403,1,76761,16,2,216015,35778,105,93,0,0,7763938021086819746,108681,60,0,79,2,89,0,3110400,2060025,0,7900,8900,1
7763937292250989763,4,83,3241678628,0,43442,35,3,240404,10382,110,93,0,0,7763938021086819746,209257,60,0,79,2,86,0,3240980,2060025,0,7900,8600,1
7763937510640019882,4,83,1055209948,1,30425,30,3,188790,10610,110,90,0,0,7763938021086819746,156958,60,0,86,1,89,0,9827850,2060025,0,8600,8900,1
7763937690743436501,4,83,1509127565,0,19690,19,2,167199,13324,102,94,0,0,7763938021086819746,127225,60,0,75,1,87,0,1185100,2060025,0,7500,8700,1
7763936709561503721,4,83,3129198356,0,78173,12,2,122301,16302,110,90,0,0,7763938021086819746,73394,60,0,84,2,88,0,6481100,2060025,0,8400,8800,1
7763937890107086922,4,189,1708537212,1,8302,75,5,217004,10569,110,111,7763930674160625364,0,7763938029391537745,185296,60,0,84,1,111,0,49902330,2060025,0,8400,11100,5
7763937409825723758,4,189,1963165152,0,36929,53,4,224021,10616,110,124,0,0,7763938029391537745,192172,60,0,104,1,116,0,51421400,2060025,0,10400,11600,6
7763937660427002097,4,69,2023327153,1,21992,52,4,153485,10627,110,109,0,0,7763938029391537746,121603,60,0,89,1,101,0,11651840,2060025,0,8900,10100,1
7763937741913941960,4,69,2285454126,0,17135,40,4,150405,10570,110,104,0,0,7763938029391537746,118695,60,0,88,1,97,0,9270850,2060025,0,8800,9700,1
7763937859958430613,4,69,3021984322,1,10099,41,4,210484,10716,110,104,0,0,7763938029391537746,178334,60,0,95,1,101,0,30370080,2060025,0,9500,10100,1
7763937644304105365,4,69,1114161044,0,22953,41,4,191496,10335,110,105,0,0,7763938029391537746,160490,60,0,94,1,103,0,16196290,2060025,0,9400,10300,1
7763937878379822157,4,189,1055325238,1,9001,57,5,232549,10588,110,126,7763892755253315610,0,7763938029391537745,200784,60,0,106,1,119,0,506436390,2060025,0,10600,11900,6
7763937878379822157,4,189,480859459,1,9001,46,4,240568,10559,110,113,7763892755253315610,0,7763938029391537745,208890,60,0,104,1,111,0,63633320,2060025,0,10400,11100,59
7763937614776201856,4,189,1525888621,0,24713,53,4,236553,10492,110,115,0,0,7763938029391537745,205076,60,0,99,1,112,0,61425280,2060025,0,9900,11200,13
7763937569360267761,4,189,1047643639,0,27420,60,5,220720,10444,110,120,0,0,7763938029391537745,189387,60,0,105,1,116,0,128514920,2060025,0,10500,11600,1
7763937718560047410,4,69,2283098455,1,18527,39,4,151268,10472,110,102,0,0,7763938029391537746,119851,60,0,91,1,99,0,9909040,2060025,0,9100,9900,1
7763937575819503067,4,69,3172590695,0,27035,22,3,179483,10487,110,103,0,0,7763938029391537746,148021,60,0,96,1,102,0,20164160,2060025,0,9600,10200,1
7763937343018850692,4,79,514152092,1,41411,66,5,241525,10631,110,114,7763914332699236483,0,7763938037780148519,209629,60,0,106,2,113,2,115148800,2060025,0,10600,11300,1
7763937343018850692,4,79,2806326701,1,41411,70,5,222752,10591,110,97,7763914332699236483,0,7763938037780148519,190977,60,0,88,2,93,2,16793130,2060025,0,8800,9300,19
7763937343018850692,4,79,3776529679,1,41411,77,6,211733,10539,110,121,7763914332699236483,0,7763938037780148519,180113,60,0,88,2,121,2,48928940,2060025,0,8800,12100,11
7763937141440609006,4,79,1468892122,0,53426,94,6,229961,10589,110,125,7763861008566325584,0,7763938037780148519,198193,30,0,88,2,125,2,272350360,2060025,0,8800,12500,125
7763937141440609006,4,79,2221793105,0,53426,76,6,224695,10714,110,135,7763861008566325584,0,7763938037780148519,192552,60,0,91,2,135,2,589556180,2060025,0,9100,13500,7
7763937141440609006,4,79,997599580,0,53426,100,7,247927,10629,110,136,7763861008566325584,0,7763938037780148519,216040,60,0,127,2,134,2,2043222400,2060025,0,12700,13400,1
7763937218280245851,4,242,2788462962,0,50350,40,4,158552,11113,110,114,0,0,7763938063013070796,125213,60,0,102,2,114,0,74720000,2060025,0,10200,11400,1
7763937819743446642,4,242,717135114,1,14500,51,4,196109,10636,110,109,7763895150486097519,0,7763938063013070796,164200,60,0,86,1,104,0,25518160,2060025,0,8600,10400,1
7763937819743446642,4,242,987950594,1,14500,44,4,192220,10587,110,112,7763895150486097519,0,7763938063013070796,160456,60,0,102,1,110,0,23453360,2060025,0,10200,11000,1
7763937503073485965,4,242,1067450237,1,33375,73,5,250357,10537,110,115,7763900560064515630,0,7763938063013070796,218746,60,0,106,1,114,0,12376620,2060025,0,10600,11400,15
7763937557482004821,4,242,1433074035,0,30132,36,3,182708,10715,110,113,7763919956891801873,0,7763938063013070796,150562,60,0,103,1,112,0,13196900,2060025,0,10300,11200,1
7763937557482004821,4,242,1453194294,0,30132,66,5,245901,10734,110,127,7763919956891801873,0,7763938063013070796,213697,60,0,96,1,113,0,134022400,2060025,0,9600,11300,9
7763937971979900153,4,196,774958680,1,5926,59,5,224580,10418,110,104,0,0,7763938071401692160,193324,60,0,86,1,99,0,19854220,2060025,0,8600,9900,1
7763937802697801248,4,196,927132488,0,16016,55,5,176664,10574,110,95,7763936393647756401,0,7763938071401692160,144942,60,0,84,1,93,0,22447360,2060025,0,8400,9300,2
7763937802697801248,4,196,57670306,0,16016,78,6,211109,10668,110,100,7763936393647756401,0,7763938071401692160,179102,60,0,94,1,100,0,97188480,2060025,0,9400,10000,11
7763937845613909233,4,196,853494877,1,13458,64,5,240125,10188,110,98,0,0,7763938071401692160,209559,60,0,92,1,97,0,108054880,2060025,0,9200,9700,6
7763937509968924019,4,196,602804836,1,33464,88,6,201244,10523,110,92,0,0,7763938071401692160,169674,60,0,91,1,96,0,19738240,2060025,0,9100,9600,2
7763937299230323675,4,196,2722546104,0,46025,94,6,248736,10535,110,101,0,0,7763938071401692160,217130,60,0,81,2,92,0,4444280,2060025,0,8100,9200,1
7763937955672450049,4,215,320695357,1,7903,75,5,233021,10156,110,113,7763920854640650304,0,7763938088262786367,202551,60,0,97,1,108,0,57656640,2060025,0,9700,10800,22
7763937955672450049,4,215,385247639,1,7903,48,4,203651,10034,110,105,7763920854640650304,0,7763938088262786367,173549,60,0,96,1,102,0,32316000,2060025,0,9600,10200,17
7763937871937369140,4,215,351670573,0,12894,64,5,207439,10709,110,109,7763937111259641242,0,7763938088262786367,175311,60,0,98,1,106,0,25767040,2060025,0,9800,10600,3
7763937871937369140,4,215,444740371,0,12894,79,6,196061,10698,110,98,7763937111259641242,0,7763938088262786367,163964,60,0,93,1,97,0,13509040,2060025,0,9300,9700,1
7763937761711057859,4,215,3672737782,1,19464,74,5,217904,10290,110,121,0,0,7763938088262786367,187034,60,0,93,1,105,0,48111840,2060025,0,9300,10500,1
7763937716513228698,4,215,2543690132,0,22158,68,5,223575,10559,110,112,0,0,7763938088262786367,191898,60,0,98,1,110,0,11952870,2060025,0,9800,11000,1
7763937841134398817,4,101,934023050,1,16721,23,3,209123,10652,110,113,0,0,7763938121666227099,177165,60,0,106,1,112,0,88915200,2060025,0,10600,11200,1
7763937505103538284,4,101,807692147,0,36750,15,2,145549,10634,110,117,0,0,7763938121666227099,113644,60,0,97,1,112,0,46246500,2060025,0,9700,11200,1
7763936898154197550,4,175,1093417601,0,72927,64,5,221104,10566,110,94,7763866791840471114,0,7763938121666227100,189406,60,0,85,1,93,1,10705080,2060025,0,8500,9300,1
7763937866769979002,4,101,1738740745,1,15193,21,2,199178,10215,110,111,0,0,7763938121666227099,168530,60,0,104,1,109,0,55079290,2060025,0,10400,10900,1
7763937818720032790,4,101,1416085825,1,18057,21,2,144890,10852,110,105,0,0,7763938121666227099,112331,60,0,98,1,104,0,17368240,2060025,0,9800,10400,1
7763937901381373097,4,101,1334482034,0,13130,26,3,159660,10571,110,113,0,0,7763938121666227099,127944,60,0,100,1,110,0,32814600,2060025,0,10000,11000,1
7763937817881171762,4,101,2304196490,0,18107,24,3,231978,10291,110,116,0,0,7763938121666227099,201104,60,0,103,1,112,0,18368000,2060025,0,10300,11200,41
7763937236701637798,4,175,2749523071,0,52748,37,4,231071,10042,110,126,7763927254980769599,0,7763938121666227100,200944,60,0,89,1,126,1,54069720,2060025,0,8900,12600,1
7763936757795997816,4,175,978163955,0,81293,116,7,245868,10542,110,121,7763924022195787193,0,7763938121666227100,214240,60,0,101,1,112,1,105305600,2060025,0,10100,11200,2
7764365711145131342,4,189,1405516300,1,14687,29,3,159010,10262,110,85,0,0,7764365957552105672,128222,60,0,80,1,90,0,6713680,2060025,0,8000,9000,4
7764365644422137579,4,189,1038428602,1,18664,11,2,162663,9993,110,95,7764360281502407026,0,7764365957552105672,132683,60,0,89,1,93,0,3813560,2060025,0,8900,8823,1
7764365644422137579,4,189,3667782441,1,18664,23,3,184802,9908,110,95,7764360281502407026,0,7764365957552105672,155077,60,0,89,1,93,0,10533170,2060025,0,8900,9300,1
7764365219388157497,4,189,3063415327,0,43998,19,2,159819,12411,110,87,0,0,7764365957552105672,122584,60,0,83,2,86,0,3993760,2060025,0,8300,8600,1
7764365834709325841,4,189,1416208796,0,7322,21,2,190504,10643,110,93,0,0,7764365957552105672,158573,60,0,82,1,89,0,2050400,2060025,0,8200,8900,1
7764365628869670034,4,189,1154510582,0,19591,10,2,196124,10287,110,93,0,0,7764365957552105672,165263,60,0,87,1,91,0,11940480,2060025,0,8700,9100,1
7764365706699177673,4,204,3232993384,1,15451,48,4,174903,10602,110,111,0,0,7764365965923940081,143097,60,0,94,1,104,0,27020600,2060025,0,9400,10400,1
7764365683462720328,4,204,2940478617,1,16836,34,3,186615,10203,110,114,7764335853422903387,0,7764365965923940081,156005,60,0,98,1,108,0,33760080,2060025,0,9800,10800,1
7764365683462720328,4,204,2966689122,1,16836,67,5,172231,10589,110,98,7764335853422903387,0,7764365965923940081,140462,60,0,90,1,96,0,13809200,2060025,0,9000,9600,1
7764365675225119510,4,204,488521723,0,17327,38,4,152833,11227,110,105,0,0,7764365965923940081,119150,60,0,99,1,104,0,33655040,2060025,0,9900,10400,1
7764365679134210012,4,60,2513564555,0,17094,106,7,246244,10627,110,97,7764203161465263134,0,7764365965923940082,214361,60,0,87,1,95,0,80561720,2060025,0,8700,9500,14
7764365679134210012,4,60,2471719502,0,17094,80,6,212702,10472,110,96,7764203161465263134,0,7764365965923940082,181284,60,0,91,1,100,0,33999660,2060025,0,9100,10000,6
7764365679134210012,4,60,937380548,0,17094,94,6,224354,10657,110,102,7764203161465263134,0,7764365965923940082,192380,60,0,83,1,93,0,29323190,2060025,0,8300,9300,1
7764365861619979533,4,58,923897954,1,6217,17,2,201879,10235,110,113,7764358015974276627,0,7764365965923940083,171174,60,0,66,1,113,0,34034850,2060025,0,6600,11300,17
7764365861619979533,4,58,1194752980,1,6217,17,2,220139,10324,110,117,7764358015974276627,0,7764365965923940083,189165,60,0,101,1,114,0,35836800,2060025,0,10100,11400,1
7764365861619979533,4,58,2159657078,1,6217,43,4,188685,10484,110,113,7764358015974276627,0,7764365965923940083,157230,60,0,92,1,104,0,33314560,2060025,0,9200,10400,4
7764365667037828761,4,58,2101984415,0,17815,52,4,210029,9968,110,100,7764332203153713605,0,7764365965923940083,180124,60,0,78,1,115,0,29902770,2060025,0,7800,10810,1
7764365667037828761,4,58,369317676,0,17815,56,5,195983,9807,110,119,7764332203153713605,0,7764365965923940083,166560,60,0,90,1,108,0,42411690,2060025,0,9000,10800,1
7764365667037828761,4,58,3173272578,0,17815,23,3,145541,10543,110,107,7764332203153713605,0,7764365965923940083,113910,60,0,92,1,100,0,52063970,2060025,0,9200,10000,9
7764365516411980064,4,178,2575842642,0,26793,163,9,260702,10292,110,113,0,0,7764365965923940084,229824,60,0,100,1,112,2,92652480,2060025,0,10000,11200,1
7764365698830660113,4,204,3202576260,0,15920,59,5,180272,10418,110,121,7764308450558506627,0,7764365965923940081,149018,60,0,94,1,107,0,56400480,2060025,0,9400,10700,14
7764365698830660113,4,204,3126274660,0,15920,37,4,203079,10575,110,112,7764308450558506627,0,7764365965923940081,171351,60,0,99,1,106,0,27463000,2060025,0,9900,10600,1
7764365858046430482,4,60,3303245302,1,6430,67,5,223062,10452,110,99,7764086100168700604,0,7764365965923940082,191705,60,0,98,1,106,0,110313820,2060025,0,9800,10600,25
7764365858046430482,4,60,793887597,1,6430,110,7,245514,10735,110,90,7764086100168700604,0,7764365965923940082,213308,60,0,84,1,96,0,52599630,2060025,0,8400,9600,5
7764365858046430482,4,60,1628564302,1,6430,59,5,241434,10301,110,107,7764086100168700604,0,7764365965923940082,210530,60,0,95,1,102,0,169388800,2060025,0,9500,10200,6
7764365709433852614,4,178,3778433646,1,15288,134,9,205135,10301,110,104,0,0,7764365965923940084,174231,60,0,90,1,103,2,11160320,2060025,0,9000,10300,1
7764365664823242358,4,178,1198705784,1,17947,131,9,246022,10623,110,108,7764328738625051008,0,7764365965923940084,214152,60,0,99,1,107,2,30409600,2060025,0,9900,10700,8
7764365664823242358,4,178,2361743016,1,17947,103,7,244077,10582,110,101,7764328738625051008,0,7764365965923940084,212331,60,0,95,1,101,2,29329200,2060025,0,9500,10100,1
7764365670628159792,4,178,494843488,0,17601,131,9,251894,10536,110,113,0,0,7764365965923940084,220284,60,0,103,1,111,2,55523720,2060025,0,10300,11100,1
7764365048830979548,4,178,1684142086,0,54663,149,9,217708,10370,110,109,0,0,7764365965923940084,186597,60,0,97,2,107,2,11107200,2060025,0,9700,10700,1
7764365675728433843,4,225,1977324837,1,17799,81,6,231430,10336,110,115,7764295297590243572,0,7764365974346103585,200421,60,0,75,1,115,2,311960960,2060025,0,7500,11500,13
7764365675728433843,4,225,2338271802,1,17799,70,5,228329,10510,110,105,7764295297590243572,0,7764365974346103585,196797,60,0,92,1,97,2,9839840,2060025,0,9200,9700,1
7764365629708520717,4,225,876800971,1,20542,121,7,244194,10596,110,112,0,0,7764365974346103585,212403,60,0,107,1,114,2,52930900,2060025,0,10700,11400,1
7764365695743649329,4,225,1430965859,0,16606,90,6,209565,10474,110,107,0,0,7764365974346103585,178142,60,0,94,1,104,2,17614600,2060025,0,9400,10400,1
7764365613233302354,4,225,3127609504,0,21524,104,7,255727,10558,110,96,7764195660925655665,0,7764365974346103585,224051,60,0,91,1,99,2,20647960,2060025,0,9100,9900,9
7764365613233302354,4,225,3286647238,0,21524,74,5,254929,10668,110,77,7764195660925655665,0,7764365974346103585,222924,60,0,82,1,106,2,8973550,2060025,0,8200,10600,5
7764365862307844904,4,65,1308752147,1,8176,61,5,237575,10573,110,100,7764349261488730620,0,7764365999478364375,205854,60,0,84,1,91,0,9774400,2060025,0,8400,9100,1
7764365862307844904,4,65,1615884092,1,8176,46,4,252585,10283,110,127,7764349261488730620,0,7764365999478364375,221733,60,0,100,1,112,0,88138400,2060025,0,10000,11200,7
7764365862307844904,4,65,2968798243,1,8176,66,5,230825,10582,110,120,7764349261488730620,0,7764365999478364375,199077,60,0,93,1,105,0,35948800,2060025,0,9300,10500,1
7764365851503320996,4,65,3890170006,0,8820,61,5,234174,10804,110,104,7764349634194571921,0,7764365999478364375,201761,60,0,78,1,104,0,19207160,2060025,0,7800,10400,1
7764365851503320996,4,65,3378535380,0,8820,40,4,167911,10622,110,102,7764349634194571921,0,7764365999478364375,136043,60,0,88,1,101,0,8691110,2060025,0,8800,10100,1
7764365851503320996,4,65,2567343915,0,8820,66,5,194629,10639,110,103,7764349634194571921,0,7764365999478364375,162710,60,0,86,1,95,0,2945050,2060025,0,8600,9500,1
7764365865193530069,4,104,2494901730,1,8501,33,3,143796,10945,110,94,7764221548220253913,0,7764366007816645975,110961,60,0,77,1,90,0,4093600,2060025,0,7700,9000,1
7764365865193530069,4,104,3568897730,1,8501,28,3,145311,12689,110,83,7764221548220253913,0,7764366007816645975,107242,60,0,71,1,81,0,2654610,2060025,0,7100,8100,1
7764365865193530069,4,104,3080696834,1,8501,34,3,182210,10819,110,97,7764221548220253913,0,7764366007816645975,149752,60,0,89,1,96,0,6563900,2060025,0,8900,9600,1
7764363926552668078,4,104,3683414076,0,124053,11,2,161682,14492,100,87,7764318176176390191,0,7764366007816645975,118206,60,0,77,4,86,0,3761710,2060025,0,7700,8600,1
7764363926552668078,4,104,3849545760,0,124053,13,2,213853,15040,100,91,7764318176176390191,0,7764366007816645975,168731,60,0,79,4,89,0,6107760,2060025,0,7900,8900,1
7764363926552668078,4,104,1760454176,0,124053,4,1,147637,15417,81,81,7764318176176390191,0,7764366007816645975,101383,60,0,71,4,78,0,967810,2060025,0,7100,7800,1
7764365626990619404,4,0,1125161533,0,22699,33,3,182495,10479,110,109,0,0,7764366007816645976,151056,60,0,100,1,106,4,17540480,2060025,0,10000,10600,1
7764365919920802157,4,208,1796620582,1,5743,11,2,188333,10613,110,118,7764354895210745025,0,7764366016272356317,156491,60,0,96,1,106,0,36727200,2060025,0,9600,10600,1
7764365919920802157,4,208,3079342101,1,5743,20,2,145812,10764,110,105,7764354895210745025,0,7764366016272356317,113518,60,0,78,1,105,0,56453360,2060025,0,7800,10500,1
7764365679822064858,4,208,2877619828,1,20054,15,2,211719,10489,110,114,0,0,7764366016272356317,180251,60,0,91,1,105,0,18963900,2060025,0,9100,10500,2
7764365592194672449,4,208,1044234534,0,25277,24,3,235126,10624,110,111,0,0,7764366016272356317,203252,60,0,96,1,108,0,35163760,2060025,0,9600,10800,1
7764365760184938736,4,208,2192265825,0,15264,24,3,170086,10731,110,108,0,0,7764366016272356317,137892,60,0,96,1,103,0,14746880,2060025,0,9600,10300,1
7764365571441257319,4,208,309036617,0,26514,30,3,180309,10506,110,103,0,0,7764366016272356317,148790,60,0,98,1,100,0,21632000,2060025,0,9800,10000,1
7764365726026516559,4,174,971040017,1,17798,229,9,258378,10592,110,123,0,0,7764366024627411562,226599,60,0,99,1,121,2,131734090,2060025,0,9900,12100,1
7764365763758482410,4,174,1006345633,0,15549,152,9,257269,10602,110,117,7764336711090965639,0,7764366024627411562,225462,60,0,102,1,114,2,142658040,2060025,0,10200,11400,1
7764365763758482410,4,174,794389002,0,15549,103,7,250386,10592,110,119,7764336711090965639,0,7764366024627411562,218607,60,0,97,1,117,2,27487620,2060025,0,9700,11700,1
7764365633198194551,4,174,2280896961,1,23331,251,9,260787,10608,110,112,0,0,7764366024627411562,228961,60,0,84,1,127,2,68096000,2060025,0,8400,12700,4
7764365515204025448,4,174,1751235240,1,30364,215,9,277690,10250,110,127,0,0,7764366024627411562,246939,60,0,111,1,130,2,533756060,2060025,0,11100,13000,1
7764365405397152551,4,174,2389327509,0,36909,161,9,223567,10141,110,136,0,0,7764366024627411562,193142,60,0,133,1,136,2,3128966400,2060025,0,13300,13600,34
7764365876132270238,4,0,3857270577,0,8851,2,1,214241,32259,36,88,0,0,7764366024627411563,117464,60,0,87,1,89,4,2702300,2060025,0,8700,8900,1
7764365836068286113,4,202,935394153,1,11740,99,6,245309,10693,110,111,0,0,7764366033032792102,213228,60,0,90,1,99,0,79009750,2060025,0,9000,9900,2
7764365566508749560,4,202,1029482145,1,27807,99,6,252595,10407,110,113,0,0,7764366033032792102,221374,60,0,87,1,102,0,217524500,2060025,0,8700,10200,14
7764364830139958534,4,202,1065735978,0,71698,101,7,271967,10359,110,86,0,0,7764366033032792102,240888,60,0,91,2,99,0,155143260,2060025,0,9100,9900,12
7764365362699137103,4,202,1500329384,1,39955,113,7,233648,10348,110,95,0,0,7764366033032792102,202603,60,0,90,1,94,0,22702400,2060025,0,9000,9400,1
7764365498594578801,4,202,3692565762,0,31855,43,4,205421,10730,110,81,7764306345890300529,0,7764366033032792102,173230,60,0,73,1,92,0,3984430,2060025,0,7300,9200,1
7764365498594578801,4,202,610277103,0,31855,78,6,223656,10424,110,97,7764306345890300529,0,7764366033032792102,192382,60,0,72,1,97,0,36213200,2060025,0,7200,9700,12
7764365746763158381,4,100,2509095069,1,17559,35,3,245417,9819,110,104,0,0,7764366041354291804,215960,60,0,88,1,97,0,23187840,2060025,0,8800,9700,7
7764365683278182034,4,100,2411967043,1,21343,40,4,175633,10532,110,97,0,0,7764366041354291804,144035,60,0,89,1,96,0,11094640,2060025,0,8900,9600,1
7764365784209904493,4,100,2119573571,0,15327,47,4,202175,10418,110,106,0,0,7764366041354291804,170919,60,0,92,1,104,0,32966200,2060025,0,9200,10400,1
7764365755755750189,4,100,1102628358,1,17023,35,3,152244,10892,110,98,0,0,7764366041354291804,119566,60,0,89,1,96,0,9185500,2060025,0,8900,9600,1
7764365724818564330,4,100,2054440988,0,18867,51,4,214078,10638,110,102,0,0,7764366041354291804,182164,60,0,85,1,99,0,64889340,2060025,0,8500,9900,5
7764365590147847328,4,100,910251142,0,26894,23,3,153472,10685,110,98,0,0,7764366041354291804,121416,60,0,93,1,97,0,7210880,2060025,0,9300,9700,3
7764365850815453422,4,82,3163511588,1,11857,34,3,166485,10568,110,97,0,0,7764366049742911910,134781,60,0,90,1,95,0,10578200,2060025,0,9000,9500,1
7764365710289488272,4,82,812532096,0,20233,34,3,175390,10572,110,99,0,0,7764366049742911910,143674,60,0,86,1,94,0,12150180,2060025,0,8600,9400,1
7764365754044468866,4,82,2976725862,1,17625,30,3,169913,10664,110,96,0,0,7764366049742911910,137919,60,0,90,1,95,0,6884440,2060025,0,9000,9500,1
7764365771928980484,4,82,3085248944,0,16559,22,3,170904,10546,110,97,0,0,7764366049742911910,139265,60,0,88,1,96,0,10256160,2060025,0,8800,9600,4
7764365621672241906,4,82,110061562,1,25515,45,4,243387,10591,110,92,0,0,7764366049742911910,211612,60,0,81,1,89,0,6916840,2060025,0,8100,8900,1
7764365571105713564,4,82,3397094346,0,28529,51,4,188589,10415,110,95,0,0,7764366049742911910,157342,60,0,93,1,95,0,8951200,2060025,0,9300,9500,1
7764365509952757083,4,35,3570553122,0,33174,49,4,196412,10384,110,107,0,0,7764366066520114562,165258,60,0,90,1,99,1,2946380,2060025,0,9000,9900,2
7764364833377967703,4,35,1255938401,0,73501,57,5,193581,10588,110,111,0,0,7764366066520114562,161815,60,0,101,1,107,1,32589480,2060025,0,10100,10700,1
7764365598855219158,4,35,2375088730,0,27875,90,6,191356,10551,110,108,0,0,7764366066520114562,159700,60,0,98,1,105,1,62129000,2060025,0,9800,10500,1
7764365813603589685,4,203,1429622198,0,16083,51,4,182763,10565,110,106,0,0,7764366083431551460,151066,60,0,101,1,106,0,44994800,2060025,0,10100,10600,2
7764365909334379412,4,203,2826730565,1,10377,34,3,149072,10340,110,106,0,0,7764366083431551460,118050,60,0,91,1,105,0,21453500,2060025,0,9100,10500,1
7764365887960210311,4,203,626310283,1,11651,40,4,220557,10556,110,108,0,0,7764366083431551460,188889,60,0,99,1,107,0,19791490,2060025,0,9900,10700,1
7764365808352322987,4,203,909265951,1,16396,35,3,184315,13447,110,102,0,0,7764366083431551460,143974,60,0,95,1,101,0,24355200,2060025,0,9500,9873,1
7764365708745994742,4,203,3546685360,0,22333,23,3,139113,10691,110,103,7764359421284218915,0,7764366083431551460,107038,60,0,89,1,96,0,21390520,2060025,0,8900,9600,16
7764365708745994742,4,203,2214888236,0,22333,20,2,167105,10804,110,111,7764359421284218915,0,7764366083431551460,134691,60,0,98,1,110,0,46939200,2060025,0,9800,11000,1
7764365847325794090,4,96,3152520362,1,14567,57,5,224095,10532,110,109,0,0,7764366091719498154,192497,60,0,96,1,109,0,20014290,2060025,0,9600,10900,1
7764365941781525231,4,96,393534528,0,8937,55,5,182229,10245,110,112,0,0,7764366091719498154,151494,60,0,104,1,111,0,81110400,2060025,0,10400,11100,16
7764365998622728266,4,96,727345551,1,5549,93,6,254235,10497,110,117,0,0,7764366091719498154,222742,60,0,105,1,115,0,155833600,2060025,0,10500,11500,2
7764365850815453423,4,96,489359385,0,14359,97,6,255111,10538,110,114,0,0,7764366091719498154,223496,60,0,87,1,114,0,75352400,2060025,0,8700,11400,7
7764365644422137578,4,96,522013841,0,26661,66,5,265794,10322,110,127,0,0,7764366091719498154,234827,60,0,91,1,118,0,331019060,2060025,0,9100,11800,71
